fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5.51,0.495,0.16,2.48,0.141,21.3,70.4,0.9974,3.37,0.55,10.41,5
10.26,0.635,0.1,0.9,0.183,21.9,61.5,0.9963,3.47,0.74,10.55,4
11.96,0.588,0.0,0.9,0.036,35.2,49.7,0.9977,3.43,0.86,11.84,6
10.48,0.34,0.44,2.98,0.123,5.7,39.5,0.9956,3.46,1.06,9.37,6
10.15,0.763,0.16,12.19,0.148,14.0,23.8,0.9947,3.52,0.59,11.23,6
8.68,0.7,0.44,0.9,0.041,1.0,48.7,0.9961,3.36,0.51,9.14,4
6.87,0.368,0.34,3.12,0.06,21.8,69.0,0.9992,3.24,0.75,9.55,6
8.42,0.75,0.39,0.9,0.059,24.8,51.2,0.9944,3.33,0.98,11.68,7
11.88,0.589,0.18,0.9,0.081,5.4,68.7,0.9944,3.26,0.92,9.11,5
7.7,0.502,0.12,1.79,0.07,31.0,91.4,0.9978,3.69,0.48,10.14,6
7.53,0.594,0.29,0.9,0.078,8.4,41.3,0.9959,3.23,0.64,12.93,7
10.18,0.525,0.44,3.83,0.126,12.3,53.6,0.9976,3.38,0.8,11.5,5
10.3,0.628,0.26,0.9,0.012,17.2,35.4,0.9986,3.08,0.82,9.61,6
6.86,0.564,0.14,2.38,0.041,32.6,57.2,0.9976,3.33,0.76,9.79,6
7.86,0.469,0.04,6.0,0.118,6.9,15.3,0.9955,3.27,0.58,10.22,5
7.45,0.165,0.31,0.9,0.113,19.0,39.4,0.9991,3.41,0.76,11.8,7
8.42,0.625,0.16,0.96,0.037,24.0,51.9,0.9981,3.42,0.82,9.33,6
10.18,0.463,0.26,2.7,0.113,21.9,22.9,0.9968,3.52,0.5,9.26,6
6.93,0.67,0.22,1.14,0.149,22.3,63.8,0.9967,3.51,0.89,11.16,6
10.15,0.617,0.19,5.83,0.085,23.9,74.3,0.9974,3.3,0.83,8.6,6
8.47,0.467,0.33,0.9,0.04,10.1,39.9,0.9961,3.17,0.53,9.43,6
12.25,0.714,0.38,1.51,0.128,33.6,34.6,0.9936,3.19,,10.31,5
8.84,0.567,0.64,0.9,0.168,14.7,39.7,0.9981,3.36,0.8,10.36,5
8.14,0.559,0.41,3.08,0.045,13.3,15.5,0.998,3.33,0.8,8.94,6
9.28,0.505,0.57,1.13,0.089,30.1,47.9,0.9923,3.35,0.93,10.78,6
7.73,0.833,0.11,3.99,0.138,9.3,68.3,0.9977,3.23,0.66,10.99,5
5.25,0.402,0.0,1.8,0.092,19.3,20.3,1.0,3.53,0.72,9.69,6
7.89,0.472,0.27,1.78,0.012,8.3,22.0,0.9946,3.09,0.33,12.18,6
7.86,0.307,0.43,0.97,0.108,42.4,88.9,0.9966,3.22,0.85,10.76,6
5.59,0.661,0.4,0.9,0.041,40.1,56.1,0.9964,3.15,0.83,9.32,6
8.18,0.425,0.5,0.9,0.027,14.7,29.2,0.9999,3.28,0.89,12.13,6
4.79,0.445,0.0,1.15,0.012,21.4,92.0,0.9988,3.5,0.5,9.84,6
7.71,0.437,0.51,0.9,0.143,16.0,53.5,0.995,3.27,0.82,10.59,7
8.71,0.541,0.33,4.9,0.048,12.2,60.9,0.9974,3.33,0.83,9.88,5
8.46,0.305,0.0,5.49,0.103,17.2,57.0,1.0011,3.41,0.55,11.07,6
7.6,0.126,0.41,4.39,,15.5,48.7,0.9955,3.26,0.84,9.88,5
8.15,0.612,0.3,2.42,0.095,1.0,56.3,0.9967,3.37,0.74,9.95,5
6.97,0.15,0.34,2.76,0.101,18.7,86.8,0.9977,3.35,0.37,10.23,5
8.32,0.684,0.46,2.23,0.105,15.5,16.5,0.9955,3.14,0.76,9.86,6
8.4,0.811,0.35,1.11,0.093,19.2,48.5,1.0001,3.24,0.53,11.55,5
6.77,0.5,0.0,0.9,0.051,15.1,44.2,0.9958,3.36,0.38,9.05,6
8.76,0.764,0.24,4.2,0.047,12.1,33.5,0.9941,3.5,0.72,10.36,5
8.74,0.526,0.0,3.1,0.082,25.1,74.7,0.9957,3.5,0.65,10.5,6
8.02,0.818,0.39,0.9,0.081,21.5,56.6,0.9979,3.62,0.9,10.27,6
12.42,0.448,0.54,1.2,0.107,30.6,99.1,0.9952,3.38,0.69,11.44,5
8.06,0.12,0.03,5.08,0.139,21.1,73.1,0.9973,3.25,0.79,8.79,5
7.83,0.516,0.14,0.97,0.103,13.8,71.1,0.9978,3.3,0.75,11.01,6
7.58,0.837,0.1,1.57,0.049,22.4,28.4,0.9944,3.29,0.83,9.07,6
6.65,0.626,0.18,2.25,0.012,1.0,14.9,0.9956,3.25,0.51,9.86,5
9.47,0.437,0.35,1.52,0.051,38.0,53.5,0.9974,3.37,0.69,8.96,5
7.13,0.589,0.19,1.36,0.024,18.8,75.2,0.998,3.37,0.64,10.04,6
7.33,0.705,0.39,2.25,0.053,38.8,49.5,0.9957,3.13,0.77,9.78,6
7.38,0.515,0.47,3.52,0.098,6.8,18.0,0.997,3.47,0.7,12.15,6
6.63,1.003,0.48,2.59,0.091,4.2,11.7,0.9962,,0.56,10.66,5
5.32,0.437,0.06,6.71,0.174,19.7,104.8,0.9981,3.28,0.6,10.87,5
7.51,0.71,0.53,11.16,0.11,19.7,46.9,0.9977,3.48,0.94,9.21,5
9.78,0.667,0.55,0.9,0.177,19.5,60.0,0.996,3.4,0.37,11.19,5
8.63,0.404,0.57,2.94,0.121,17.9,25.0,0.9976,3.26,0.78,12.15,6
10.95,0.454,0.24,0.9,0.138,9.3,58.5,0.9959,3.61,0.87,11.33,6
9.58,0.713,0.13,1.86,0.07,1.0,2.0,0.9976,3.24,0.76,9.0,5
9.19,0.556,0.08,0.9,0.036,18.9,29.3,0.9976,3.01,1.0,9.9,6
11.5,0.591,0.06,1.32,0.066,2.4,17.8,1.0012,3.38,0.82,10.52,5
8.13,0.236,0.27,0.96,0.086,1.4,35.8,0.9961,3.04,0.73,9.78,5
8.41,0.648,0.43,2.54,0.057,11.9,26.0,0.9964,3.19,0.58,13.11,7
8.28,0.582,0.52,4.05,0.04,20.4,80.9,0.9955,3.4,0.73,9.88,5
10.92,0.518,0.18,0.9,0.107,36.8,76.8,0.9947,3.24,0.78,10.35,5
8.3,0.595,0.26,0.9,0.04,26.2,42.4,0.9958,3.4,0.66,9.76,5
7.2,0.456,0.25,4.51,0.015,30.9,80.9,0.998,3.14,0.53,10.65,6
9.3,0.423,0.15,1.17,0.034,22.8,44.9,0.9981,3.44,0.46,11.88,6
6.91,0.486,0.41,2.24,0.076,19.8,37.9,0.9973,3.06,0.69,10.52,6
9.21,0.446,0.34,0.9,0.04,42.2,90.1,0.9961,3.51,0.41,10.17,6
9.0,0.922,0.3,2.03,0.076,2.0,3.0,0.9958,3.24,0.58,9.25,5
7.98,0.694,0.34,0.97,0.115,11.6,56.3,0.995,3.54,0.33,11.69,6
9.26,0.356,0.39,1.07,0.114,12.4,28.1,0.9956,3.18,0.8,10.25,6
5.77,0.897,0.39,0.9,0.056,25.3,41.0,0.9942,3.6,0.86,10.2,5
8.58,0.452,0.11,3.1,0.026,5.6,74.8,0.9993,3.17,0.67,8.4,6
7.51,0.535,0.44,0.9,0.06,23.9,43.3,1.0002,3.04,0.97,10.26,6
13.17,0.692,0.32,4.82,0.118,22.0,71.1,0.993,3.32,0.89,9.97,5
8.56,0.175,0.19,1.11,0.129,24.4,60.0,0.9972,3.5,0.74,8.45,5
7.29,0.487,0.31,0.9,0.104,24.2,61.9,0.9972,3.43,0.64,11.46,6
5.96,0.427,0.34,3.17,0.143,32.1,57.0,0.9971,3.48,0.6,9.83,5
10.52,0.567,0.48,10.03,0.168,15.4,39.3,0.9956,3.43,0.76,12.43,6
7.7,0.597,0.07,0.9,0.064,21.5,82.0,0.9986,3.19,0.64,11.91,5
6.95,0.516,0.52,4.72,0.157,8.2,56.8,0.9975,3.42,0.75,9.63,4
8.87,0.508,0.27,4.49,0.075,5.8,25.8,0.9987,3.32,0.77,11.87,6
9.4,0.722,0.17,2.34,0.135,34.4,43.5,0.9953,3.2,0.62,12.12,6
9.38,0.584,0.17,5.2,0.12,7.4,25.7,0.9941,3.34,0.85,9.8,5
8.33,0.537,0.08,2.58,0.012,22.6,72.3,0.9975,3.3,0.62,9.3,6
8.57,0.557,0.0,7.29,0.042,21.5,75.0,0.9949,3.52,0.66,8.4,4
8.69,0.86,0.4,0.9,0.03,28.2,69.3,0.9987,3.23,0.49,10.81,6
8.87,0.561,0.65,3.92,0.012,1.0,2.0,0.9927,3.23,0.61,9.36,6
9.02,0.437,0.0,2.75,0.128,25.3,70.3,0.9958,3.21,1.03,10.84,7
10.16,0.186,0.09,11.65,0.184,15.3,71.4,0.9955,3.59,0.51,9.79,6
8.4,0.272,0.41,0.9,0.075,9.6,43.1,0.9961,3.21,0.73,9.57,5
6.91,0.446,0.26,1.39,0.127,13.3,82.9,0.9972,3.5,0.58,9.8,6
8.05,0.51,0.43,2.7,0.157,26.8,30.4,0.9975,3.16,0.33,9.01,6
9.58,0.43,0.25,1.67,0.097,23.6,67.3,0.9979,3.39,0.76,9.8,5
5.26,0.593,0.16,0.9,0.086,14.6,24.2,0.9981,3.35,0.57,9.61,6
5.27,0.428,0.23,1.01,0.075,3.9,55.1,0.9964,3.5,0.71,10.38,6
9.86,0.365,0.0,1.68,0.112,4.7,46.9,1.0007,3.47,0.83,10.51,6
10.88,0.64,0.05,0.93,0.128,23.8,89.8,0.9993,3.32,0.7,9.25,4
6.15,0.776,0.45,2.02,0.109,2.5,42.5,0.9961,3.23,0.72,11.58,6
8.47,0.331,0.5,2.72,0.107,14.7,36.6,0.9964,3.55,0.51,10.23,5
7.62,0.574,0.54,1.88,0.085,44.1,64.2,0.9961,3.21,0.78,12.01,7
7.86,0.187,0.35,1.25,0.012,20.7,45.7,0.9974,2.97,0.63,10.66,6
8.82,0.265,0.0,1.54,0.129,23.7,43.5,0.9949,3.03,0.33,10.47,5
6.1,0.424,0.15,4.84,0.027,4.8,61.7,0.9952,3.07,0.8,9.87,5
6.42,0.734,0.52,5.29,0.116,3.0,58.5,0.9926,3.4,0.85,11.06,6
7.79,0.39,0.58,0.9,0.123,24.3,25.3,0.9959,3.64,0.91,10.44,6
8.05,0.383,0.53,3.07,0.033,12.9,43.7,0.9987,3.0,1.03,11.32,6
6.39,0.536,0.23,0.9,0.058,28.2,59.5,0.9964,3.19,0.79,12.12,6
9.64,0.537,0.02,2.78,0.187,17.4,31.8,0.9965,3.32,0.75,9.62,5
7.59,0.389,0.26,0.9,0.083,53.2,92.0,0.9972,3.54,0.85,11.06,5
7.58,0.888,0.27,1.36,0.03,10.9,70.2,0.9948,3.19,0.51,11.03,6
8.78,0.482,0.57,0.9,0.125,20.0,67.8,0.9967,3.4,0.38,10.89,6
9.21,0.517,0.35,3.27,0.128,5.7,17.5,0.9921,3.38,0.67,10.15,5
4.73,0.692,0.24,1.5,0.104,26.4,65.6,0.9977,3.43,0.99,10.32,5
9.68,0.425,0.4,2.78,0.093,15.9,66.4,0.9985,3.34,0.75,9.29,6
8.8,0.721,0.17,2.47,0.012,7.0,37.1,0.9966,3.42,0.45,10.6,6
8.97,0.492,0.26,1.43,0.149,16.5,47.4,0.9972,3.47,0.68,11.69,6
9.57,0.773,0.12,0.9,0.142,13.5,37.1,0.9961,3.52,0.59,9.2,5
5.92,0.344,0.11,5.88,0.111,10.8,37.6,0.9948,3.35,0.75,8.73,5
7.51,0.535,0.44,0.9,0.06,23.9,43.3,1.0002,3.04,0.97,10.26,6
